id,prompt,correct_answer,sources,baseline_answer,tuned_answer,rag_answer,rag_bertscore
CORP-TAX-023,"Welche steuerlichen Schritte sind zu beachten, wenn eine GmbH nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt?","Der Verlust ist als Sonderausgabe nach § 8 Abs. 4 Z 2 KStG abzugsfähig. Dieser sogenannte Verlustabzug steht im Ausmaß von 75 % des Gesamtbetrags der Einkünfte zu. Wenn im laufenden Jahr keine Gewinne erwirtschaftet werden und der Verlustabzug nich geltend gemacht werden kann, ist eine Weiterverrechnung im nächsten Jahr möglich. Einkommensermittlung nach § 7 Abs. 2/3 KStG. Zu prüfen: Mantelkauf (§ 8 Abs. 4 Z 2 lit. c) oder Gruppenbeziehung (§ 9 Abs. 6 Z 4 – Vorgruppenverluste) schränken die Verrechenbarkeit ein.",§ 7 Abs. 2/3 KStG 1988; § 8 Abs. 4 Z 2 KStG 1988; § 9 Abs. 6 Z 4 KStG 1988,"Bei einer GmbH, die nach einem Verlustjahr im Folgejahr wieder Gewinn erzielt, sind folgende steuerliche Schritte zu beachten:

1. **Verlustvortrag**: Der Verlustvortrag aus dem Verlustjahr wird auf die Gewinnjahre aufgeteilt und kann bis zu 5 Jahre vorgezogen werden. Der Verlustvortrag wird also nicht vollständig auf das erste Gewinnjahr angerechnet, sondern auf die ersten 5 Jahre aufgeteilt.

2. **Verlustabzug**: Der Verlustabzug ist die Höchstgrenze, bis zu der ein Verlustvortrag abgezogen","Die steuerlichen Schritte sind: Die GmbH muss einen Verlustjahr nachweisen, der aus der Übertragung von Anteilen an eine andere GmbH oder aus einer anderen Gesellschaft aus dem Vorjahr nachgewiesen werden kann. Die Übertragung von Anteilen an eine andere GmbH ist grundsätzlich steuerfrei. Die GmbH muss auch einen Verlustjahr","stellungsklage nicht möglich ist, wird die steuerliche Verwertung nach § 2a Absatz 3 des deutschen Einkommensteuergesetzes nicht vorgenommen.",0.8141862154006958
CORP-TAX-024,Was ist der Gewinnermittlungszeitraum und kann davon abgewichen werden?,"Das Wirtschaftsjahr, das sich grundsätzlich mit dem Kalenderjahr deckt (§ 7 Abs. 4 KStG). Rechnungslegungspflichtige Körperschaften und buchführende Land- und Forstwirte dürfen ein abweichendes Wirtschaftsjahr führen (§ 7 Abs. 5 KStG).",§ 7 Abs. 4–5 KStG 1988,"Der Gewinnermittlungszeitraum ist in Österreich der Kalenderjahr. 

Ja, der Gewinnermittlungszeitraum kann abgewichen werden. Wenn ein Steuerpflichtiger eine Gewinnermittlung für ein Kalenderjahr erstellt, kann er für das nächste Kalenderjahr eine andere Gewinnermittlung erstellen, wenn er dies innerhalb von 6 Monaten nach Ablauf des Kalenderjahres erklärt.","Der Gewinnmittlungszeitraum ist der Zeitraum, in dem ein Unternehmen Gewinne erzielt hat, abzüglich der Gewinnbeträge, die für die Ermittlung der Gewinnbeträge ausgewertet werden.",hebung oder zwangsweise Einbringung einer Abgabe wegen der Nichterfüllung der Anforderungen nach § 209a Abs. 1 oder 2 ist verhoben; oder c)die Einhebung oder zwangsweise Einbringung einer Abgabe wegen der Nichterfüllung der Anforderungen nach § 209a Abs. 1 oder 2 ist vorübergehend auf Antrag des Steuerpflichtigen aufgehoben; d) die Einhebung oder zwangsweise Einbringung einer Abgabe wegen der Nichter,0.7902389168739319
CORP-TAX-025,Wie werden Einlagen und Beiträge von Gesellschaftern bei der Einkommensermittlung behandelt?,"Sie bleiben außer Ansatz, soweit sie von Personen in ihrer Eigenschaft als Gesellschafter oder Mitglieder geleistet werden (§ 8 Abs. 1 KStG).",§ 8 Abs. 1 KStG 1988,Einlagen und Beiträge von Gesellschaftern werden bei der Einkommensermittlung nicht berücksichtigt. Sie werden nicht als Einkommen geführt.,Einlagen und Beiträge von Gesellschaftern bei einer Kapitalgesellschaft werden als Einkünfte aus Kapitalvermögen gemäß § 27 EStG 1988 behandelt.,"lich abzugsfähig ist, soweit er nicht mit dem Leistungsempfänger in Verbindung steht, soweit er nicht mit dem Leistungsempfänger in Verbindung steht, soweit er nicht mit dem Leistungsempfänger in Verbindung steht, soweit er nicht mit dem Leistungsempfänger in Verbindung steht, soweit er nicht mit dem Leistungsempfänger in Verbindung steht, soweit er nicht mit dem Leistungsempfänger in Verbindung steht, soweit",0.7846776247024536
CORP-TAX-026,Unter welchen Voraussetzungen ist der Verlustabzug gemäß § 8 Abs. 4 Z 2 lit. b KStG nicht auf 75 % begrenzt?,"Die 75 %-Grenze gilt nicht, wenn im Gesamtbetrag der Einkünfte Gewinne aus Sanierungen (§ 23a),in der Veranlagungszeit anfallen, die von einem Insolvenzverfahren betroffen sind, Veräußerungsgewinne von Betrieben oder Teilbetrieben, Liquidationsgewinne (§ 19) oder Nachversteuerungsbeträge nach § 9 Abs. 6 Z 7 KStG enthalten sind.",§ 8 Abs. 4 Z 2 lit. b KStG 1988,"Ich bin mir nicht sicher, ob es eine genaue Antwort gibt.","Der Verlustabzug gemäß § 8 Abs. 4 Z 2 lit. b KStG ist nicht auf 75 % begrenzt, wenn der Verlust nicht aus einer Einkunftsquelle stammt, die nach § 8 Abs. 4 Z 1 KStG als Einkünfte aus einer bestimmten Tätigkeit oder als Eink","nehmensgruppe, so kann die Zurechnung des Verlustes auf die Unternehmensgruppe beschränkt werden.",0.795684278011322
CORP-TAX-027,Welche Mindestbeteiligungsquote ist für die finanzielle Verbindung im Sinne des § 9 KStG erforderlich?,"Unmittelbar mehr als 50 % des Grund-, Stamm- oder Genossenschaftskapitals und der Stimmrechte (§ 9 Abs. 4 KStG).",§ 9 Abs. 4 KStG 1988,Die Mindestbeteiligungsquote für die finanzielle Verbindung im Sinne des § 9 KStG beträgt 25 %.,Die Mindestbeteiligungsquote ist 5 % (§ 9 Abs. 1 Z 1).,elter Abgaben.,0.772269606590271
CORP-TAX-028,Wie lange muss die finanzielle Verbindung zu einem Gruppenmitglied bestehen?,Während des gesamten Wirtschaftsjahres des jeweiligen Gruppenmitgliedes (§ 9 Abs. 5 KStG).,§ 9 Abs. 5 KStG 1988,"Ich bin nicht sicher, welche Voraussetzung genau du meinst. In Österreich gibt es jedoch die Voraussetzung, dass die finanzielle Verbindung zu einem Gruppenmitglied mindestens 30 Tage bestehen muss, um als Gruppenmitglied anerkannt zu werden.",Die finanzielle Verbindung muss mindestens 6 Monate lang bestehen.,"amm- oder Genossenschaftskapitals und der Stimmrechte der Beteiligungskörperschaft besitzt, oder – auf die Zurechnung des Verlustes eines nicht unbeschränkt steuerpflichtigen ausländischen Gruppenmitglieds verzichtet werden kann.",0.8153236508369446
CORP-TAX-029,"Können Vorgruppenverluste des Gruppenträgers, die aus Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe stammen, mit dem Gruppengewinn verrechnet werden?",Nein. Gemäß § 9 Abs. 6 Z 4a KStG sind solche Vorgruppenverluste des Gruppenträgers von der Verrechnung ausgeschlossen.,§ 9 Abs. 6 Z 4a KStG 1988,"Nein, das ist nicht möglich. Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe können nicht mit dem Gruppengewinn verrechnet werden.","Nein. Vorgruppenverluste des Gruppenträgers, die aus Teilwertabschreibungen auf Beteiligungen an Körperschaften einer anderen Unternehmensgruppe stammen, sind nicht mit dem Gruppengewinn zu rechnen.",teil des 1. März 2014 können nur im Ausmaß von 75% der Summe der Einkommen der unbeschränkt steuerpflichtigen Beteiligungsgemeinschaften und des Gruppenträgers berücksichtigt werden.,0.8208463788032532
CORP-TAX-030,"Welche Konsequenz hat es, wenn eine österreichische Körperschaft in Österreich und in Deutschland unbeschränkt steuerpflichtig ist und als Gruppenträger fungieren möchte?","Sie kann nur Gruppenträger sein, wenn sie in Öserreich mit einer Zweigniederlassung im Firmenbuch eingetragen ist und die Beteiligung an den Gruppenmitgliedern der Zweigniederlassung zuzurechnen ist (§ 9 Abs. 3 KStG).",§ 9 Abs. 3 KStG 1988,"Wenn eine österreichische Körperschaft in Österreich und in Deutschland unbeschränkt steuerpflichtig ist und als Gruppenträger fungieren möchte, hat dies die Konsequenz, dass sie in beiden Ländern die Gruppenbesteuerung nicht durchführen kann.

Die Gruppenbesteuerung ist in Österreich nur für Körperschaften zulässig, die in Österreich beschränkt steuerpflichtig sind. Wenn eine Körperschaft in beiden Ländern unbeschränkt steuerpflichtig ist, kann sie die Gruppenbesteuerung nicht durchführen.",Die unbeschränkte Steuerpflichtigkeit nach § 27 EStG 1988 führt zu einer Verpflichtung zur Abgaben an die zuständige Behörde. Die Abgaben müssen innerhalb von sechs Monaten an die zuständige Behörde abgegeben werden.,einem bestimmten Zeitpunkt nach dem 31. Dezember des Vorjahrsschülers des Vorjahrsschülers des Vorjahres des Folgejahres 1. Jahrzehnder des Vorjahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Folgejahres des Fol,0.72832852602005
CORP-TAX-031,Was sind Vorgruppenverluste und wie werden sie innerhalb der Gruppe behandelt?,Verluste eines Gruppenmitglieds aus Zeiträumen vor dem Gruppenbeitritt. Sie können nur gegen den eigenen Gewinn des jeweiligen Mitglieds verrechnet werden – nicht gegen den Gruppengewinn (§ 9 Abs. 6 Z 4 KStG).,§ 9 Abs. 6 Z 4 KStG 1988,"Vorgruppenverluste sind Verluste, die in einer Gruppe entstehen, bevor die Gruppe selbst einen Verlust erzielt hat. 

Innerhalb der Gruppe werden Vorgruppenverluste wie folgt behandelt: 
- Sie werden zunächst auf die Gewinne der Gruppe angerechnet, 
- Soweit sie die Gewinne der Gruppe nicht aufheben, 
- werden sie in die Verluste der Gruppe einbezogen.","Vorgruppenverluste sind Einkünfte aus einer Gruppe, die innerhalb der Gruppe verlangt werden. Sie sind gemäß § 27 Abs. 1 Z 1 EStG 1988 grundsätzlich verlustpflichtig.",teil des 1. März 2014 können nur im Ausmaß von 75% der Summe der Einkommen der unbeschränkt steuerpflichtigen Beteiligungsgemeinschaften und des Gruppenträgers berücksichtigt werden.,0.8255479335784912
CORP-TAX-032,"Welche Unterschiede bestehen bei der Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied hinsichtlich Höhe, Grenze und Nachversteuerung?","Inländisch (§ 9 Abs. 6 Z 1/2 KStG): Volles Ergebnis wird zugerechnet, ohne Betragsbegrenzung. Ausländisch (§ 9 Abs. 6 Z 6 KStG): Nur Verluste, nach österreichischem Recht, max. ausländischer Verlust, 75 %-Grenze auf österreichisches Gruppeneinkommen. Nachversteuerung nur bei ausländischen Mitgliedern bei Gewinn oder Ausscheiden (§ 9 Abs. 6 Z 7 KStG).","§ 9 Abs. 6 Z 1–2, Z 6–7 KStG 1988","Die Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied unterliegt bestimmten Einschränkungen.

Inländisches Gruppenmitglied:
Die Höhe der Verlustverrechnung ist auf 10% der Bemessungsgrundlage der Gewinnverteilung beschränkt. Die Nachversteuerung ist möglich, wenn der Verlust im Ausland nicht verrechnet werden kann.

Ausländisches Gruppenmitglied:
Die Höhe der Verlustverrechnung ist auf 10% der Bemessungsgrundlage der Gewinnverteilung beschränkt. Die Nachversteuer",Bei Verlustverrechnung zwischen einem inländischen und einem ausländischen Gruppenmitglied hängt die Höhe des Verlustes von der Höhe des Verlustes nach § 27 EStG 1988 ab. Bei einem inländischen Gruppenmitglied beträgt die Höhe des Verlustes 50 % des Ver,12a Abs. 1) nicht berücksichtigt wird.,0.791252076625824
CORP-TAX-033,Gilt die Einjahresfrist bei internationalen Schachtelbeteiligungen auch für Anteile aus Kapitalerhöhungen?,"Nein. Die Frist gilt nicht für Anteile, die durch eine Kapitalerhöhung erworben wurden, soweit sich das Beteiligungsausmaß dadurch nicht erhöht hat (§ 10 Abs. 2 letzter Satz KStG).",§ 10 Abs. 2 KStG 1988,Die Einjahresfrist gilt nicht für Anteile aus Kapitalerhöhungen.,Ja. Die Einjahresfrist gilt auch für Anteile aus Kapitalerhöhungen.,"Bewertungskriterien wie im Konzernabschluss zu erfolgen. 4. Die Bewertung des Eigenkapitalquoten ist auf Verlangen der Abgabenbehörde durch einen Wirtschaftsprüfer zu bestätigen. 5. Die Bewertung des Eigenkapitalquoten kann auch durch die Verwendung von Verträgen oder anderen Verfahren erfolgen, die die Bewertungskriterien erfüllen. 6. Die Bewertung des Eigenkapitalquoten kann auch durch die Verwendung von Verträgen oder anderen Verfahren erfol",0.800681471824646
CORP-TAX-034,"Welche Normen sind einschlägig, wenn eine Körperschaft eine internationale Schachtelbeteiligung veräußert und gleichzeitig Vorjahresverluste bestehen?","§ 10 Abs. 3 KStG: Veräußerungsgewinn ist steuerneutral (sofern keine Steuerwirksamkeitsoption). Da er außer Ansatz bleibt, erhöht er den Gesamtbetrag der Einkünfte nicht. § 8 Abs. 4 Z 2 KStG: Verlustvorträge können nur gegen steuerpflichtige Einkünfte verrechnet werden – der steuerfreie Veräußerungsgewinn zählt nicht. Verluste können dadurch ungenutzt bleiben.",§ 10 Abs. 3 KStG 1988; § 8 Abs. 4 Z 2 KStG 1988,"Die einschlägigen Normen sind § 1 Abs. 3 EStG und § 10 Abs. 3 EStG.

Wenn eine Körperschaft eine internationale Schachtelbeteiligung veräußert und gleichzeitig Vorjahresverluste bestehen, ist die Veräußerung der Schachtelbeteiligung mit den Vorjahresverlusten zu verbinden. 

Die Verluste können auf die Gewinne der Veräußerung der Schachtelbeteiligung angerechnet werden, wenn die Veräußerung der Schachtelbeteiligung innerhalb der Fünfjahresfrist nach der Ent",Die einschlägigen Normen sind § 27 Abs. 1 Z 1 und § 27 Abs. 1 Z 2 EStG 1988.,"denen die Beteiligung nicht unter Z 7 fällt, kann die Beteiligung nicht unter Z 7 fällt.",0.800692081451416
CORP-TAX-035,Hat eine Beteiligung von 8 % an einer deutschen GmbH Anspruch auf die internationale Schachtelbegünstigung? Ist die Dividende trotzdem steuerfrei?,"Nein – die Mindestquote von 10 % für die internationale Schachtelbeteiligung (§ 10 Abs. 2 KStG) ist nicht erfüllt. Die Dividende ist dennoch steuerfrei, da Deutschland ein EU-Mitgliedstaat ist und § 10 Abs. 1 Z 5 KStG (EU-Mutter-Tochter-Richtlinie) greift.",§ 10 Abs. 1 Z 5 KStG 1988; § 10 Abs. 2 KStG 1988,"Die internationale Schachtelbegünstigung (ISB) ist eine Sonderregelung, die bestimmte Einkünfte aus Beteiligungen an ausländischen Gesellschaften begünstigt. 

Eine Beteiligung von 8 % an einer deutschen GmbH ist jedoch keine Beteiligung an einer ausländischen Gesellschaft. Die ISB gilt nur für Beteiligungen an Gesellschaften in Staaten, die nicht Mitglied der Europäischen Union sind. 

Die Dividende ist daher nicht steuerfrei.","Ja. Die Beteiligung von 8 % an einer deutschen GmbH ist Anspruch auf die internationale Schachtelbegünstigung. Die Dividende ist steuerfrei, da sie gemäß § 27 Abs. 1 Z 1 EStG 1988 als Dividende aus Gewinnsteuer nach § 27 Abs. 1 Z 2 E","ige Gesellschaft gezahlt werden. b) Die Bemessungsgrundlage für die Steuer wird die Bemessungsgrundlage für die Besteuerung in der Republik Österreich erweitert, so dass die Einkünfte aus der Republik Österreich und die in der Republik Österreich gelegenen Vermögenswerte, die nach diesem Abkommen in der Republik Österreich besteuert werden dürfen, nicht unter Buchstabe b fallen. c) Die Bemessungsgrundlage für die Besteuerung wird die Bemessungs",0.7979528307914734
CORP-TAX-036,Welche Auswirkung hat die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung?,Die erwerbende konzernzugehörige Körperschaft ist gemäß § 10 Abs. 3 Z 4 KStG an die Option der übertragenden Körperschaft gebunden – auch wenn sie selbst eine andere Option für die Beteiligung an derselben ausländischen Körperschaft getroffen hat.,§ 10 Abs. 3 Z 4 KStG 1988,"Die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung hat keine Auswirkung. Die Steuerwirksamkeit einer Schachtelbeteiligung wird nur bei der Veräußerung an Dritte relevant, nicht bei einem konzerninternen Weiterverkauf.",Die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung hat keine Auswirkung auf die steuerliche Bemessung des Weiterverkaufs.,bar inländische Körperschaft ist die Option nicht weder erfüllt noch ausgeschlossen.,0.841416597366333
CORP-TAX-037,Wann sind Gewinnanteile aus ausländischen Schachtelbeteiligungen trotz § 10 KStG steuerpflichtig?,Wenn die Gewinnanteile bei der ausländischen Körperschaft abzugsfähig sind (hybride Instrumente) – in diesem Fall greift die Befreiung nach § 10 Abs. 4 KStG nicht und die Beteiligungserträge stellen steuerpflichtiges Einkommen dar.,§ 10 Abs. 4 KStG 1988,"Gewinnanteile aus ausländischen Schachtelbeteiligungen sind steuerpflichtig, wenn sie in Österreich nicht steuerlich transparent sind. Dies ist der Fall, wenn die Beteiligung nicht in einem EU-Mitgliedstaat oder einem Staat mit einem Amtshilfevertrag liegt.","Gewinnanteile aus ausländischen Schachtelbeteiligungen sind steuerpflichtig, wenn sie nach § 10 KStG innerhalb von sechs Monaten nach der Beteiligungserklärung ausgeschüttet werden.","kann die ausländische Körperschaft die Einkünfte aus dem Ausland nach § 5 Abs. 1 des Einkommensteuergesetzes 1988, den übrigen Vorschriften des Einkommensteuergesetzes 1988 sowie dieses Bundesgesetzes zu ermitteln, sofern sie nicht bereits in einem anderen Ausland tatsächlich enthalten sind. (5) Die Einkünfte werden nach § 5 Abs. 1 des Einkommensteuergesetzes",0.83177250623703
CORP-TAX-038,Welche körperschaftsspezifischen Aufwendungen gelten nach § 11 KStG als Betriebsausgaben?,"Aufwendungen im Zusammenhang mit Einlagen nach § 8 Abs. 1 KStG (Z 1), Zuführungen zu versicherungstechnischen Rückstellungen bei Versicherungsunternehmen (Z 3) sowie Zinsen für die Fremdfinanzierung des Erwerbs von Kapitalanteilen iSd § 10 (Z 4).",§ 11 Abs. 1 KStG 1988,"Ich bin nicht sicher, welche körperschaftsspezifischen Aufwendungen nach § 11 KStG als Betriebsausgaben gelten. Die Steuergesetzgebung ist komplex und kann je nach spezifischen Umständen und Rechtsprechung variieren. Wenn Sie spezifische Fragen zu körperschaftsspezifischen Aufwendungen haben, empfehle ich Ihnen, sich an einen Steuerberater oder eine Steuerexperte zu wenden.","Zu den körperschaftsspezifischen Betriebsausgaben gehören beispielsweise Einfachkosten, die für die Betätigung des Unternehmens entstehen, wie auch Ausgaben für die Einfachkosten der Betätigung, die nicht mit der Betätigung selbst in Verbindung stehen.",oweit sie nicht auf Verbrauchsteuern bezogen sind.,0.7867677211761475
CORP-TAX-039,Welche Steuern sind nach § 12 KStG nicht als Betriebsausgaben abzugsfähig?,"Steuern vom Einkommen, sonstige Personensteuern, die bei unentgeltlicher Grundstücksübertragung anfallende Grunderwerbsteuer, Eintragungsgebühren und Nebenkosten sowie die USt auf nichtabzugsfähige Aufwendungen (§ 12 Abs. 1 Z 6 KStG).",§ 12 Abs. 1 Z 6 KStG 1988,"Nach § 12 KStG sind die folgenden Steuern nicht als Betriebsausgaben abzugsfähig:

- Kirchensteuer
- Kirchenbeitrag
- Gemeinnützigkeitssteuer","Die Abzugsfähigkeit von Einkommensteuer ist ausgeschlossen, wenn Einkünfte aus einer anderen Kategorie zustehen.","licher Vorschriften entfällt. 2. Die Lieferung von Gütern und Dienstleistungen, die nicht mit dem Verkauf von Waren verbunden sind, ist nicht steuerbar. 3. Die Leistungen, die mit dem Verkauf von Waren verbunden sind, sind steuerbar, wenn sie nicht mit dem Verkauf von Waren verbunden sind. 4. Die Leistungen, die mit dem Verkauf von Waren verbunden sind, sind steuerbar, wenn sie nicht mit dem Ver",0.7856364250183105
