id,prompt,baseline_answer,correct_answer,sources
CORP-TAX-036,Welche Auswirkung hat die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung?,"Die Option zur Steuerwirksamkeit einer Schachtelbeteiligung beim konzerninternen Weiterverkauf im Rahmen einer Umgründung hat keine Auswirkung. Die Steuerwirksamkeit einer Schachtelbeteiligung wird nur bei der Veräußerung an Dritte relevant, nicht bei einem konzerninternen Weiterverkauf.",Die erwerbende konzernzugehörige Körperschaft ist gemäß § 10 Abs. 3 Z 4 KStG an die Option der übertragenden Körperschaft gebunden – auch wenn sie selbst eine andere Option für die Beteiligung an derselben ausländischen Körperschaft getroffen hat.,§ 10 Abs. 3 Z 4 KStG 1988
CORP-TAX-037,Wann sind Gewinnanteile aus ausländischen Schachtelbeteiligungen trotz § 10 KStG steuerpflichtig?,"Gewinnanteile aus ausländischen Schachtelbeteiligungen sind steuerpflichtig, wenn sie in Österreich nicht steuerlich transparent sind. Dies ist der Fall, wenn die Beteiligung nicht in einem EU-Mitgliedstaat oder einem Staat mit einem Amtshilfevertrag liegt.",Wenn die Gewinnanteile bei der ausländischen Körperschaft abzugsfähig sind (hybride Instrumente) – in diesem Fall greift die Befreiung nach § 10 Abs. 4 KStG nicht und die Beteiligungserträge stellen steuerpflichtiges Einkommen dar.,§ 10 Abs. 4 KStG 1988
CORP-TAX-038,Welche körperschaftsspezifischen Aufwendungen gelten nach § 11 KStG als Betriebsausgaben?,"Ich bin nicht sicher, welche körperschaftsspezifischen Aufwendungen nach § 11 KStG als Betriebsausgaben gelten. Die Steuergesetzgebung ist komplex und kann je nach spezifischen Umständen und Rechtsprechung variieren. Wenn Sie spezifische Fragen zu körperschaftsspezifischen Aufwendungen haben, empfehle ich Ihnen, sich an einen Steuerberater oder eine Steuerexperte zu wenden.","Aufwendungen im Zusammenhang mit Einlagen nach § 8 Abs. 1 KStG (Z 1), Zuführungen zu versicherungstechnischen Rückstellungen bei Versicherungsunternehmen (Z 3) sowie Zinsen für die Fremdfinanzierung des Erwerbs von Kapitalanteilen iSd § 10 (Z 4).",§ 11 Abs. 1 KStG 1988
CORP-TAX-039,Welche Steuern sind nach § 12 KStG nicht als Betriebsausgaben abzugsfähig?,"Nach § 12 KStG sind die folgenden Steuern nicht als Betriebsausgaben abzugsfähig:

- Kirchensteuer
- Kirchenbeitrag
- Gemeinnützigkeitssteuer","Steuern vom Einkommen, sonstige Personensteuern, die bei unentgeltlicher Grundstücksübertragung anfallende Grunderwerbsteuer, Eintragungsgebühren und Nebenkosten sowie die USt auf nichtabzugsfähige Aufwendungen (§ 12 Abs. 1 Z 6 KStG).",§ 12 Abs. 1 Z 6 KStG 1988
CORP-TAX-040,Unter welchen Voraussetzungen sind Zinsen für konzerninterne Beteiligungsfinanzierungen nicht abzugsfähig?,"Zinsen für konzerninterne Beteiligungsfinanzierungen sind nicht abzugsfähig, wenn sie nicht in einem Verhältnis von 4:6 oder 3:7 zur Beteiligung stehen.",Wenn die Beteiligung unmittelbar oder mittelbar von einem konzernzugehörigen Unternehmen oder einem beherrschenden Gesellschafter erworben wurde (§ 12 Abs. 1 Z 9 KStG).,§ 12 Abs. 1 Z 9 KStG 1988
CORP-TAX-041,In welchem Veranlagungsjahr wird der Gewinn eines abweichenden Wirtschaftsjahres erfasst?,Der Gewinn eines abweichenden Wirtschaftsjahres wird im Veranlagungsjahr 2026 erfasst.,"In dem Kalenderjahr, in dem das Wirtschaftsjahr endet (§ 7 Abs. 5 KStG).",§ 7 Abs. 5 KStG 1988
CORP-TAX-042,Wie wird das Einkommen einer Körperschaft berechnet und welche Abzüge sind vorgesehen?,"Das Einkommen einer Körperschaft wird nach dem Körperschaftsteuergesetz berechnet. Die Einkünfte werden aus den einzelnen Einkunftsarten ermittelt und dann zu einem Gesamteinkommen zusammengefasst.

Die Einkünfte aus den einzelnen Einkunftsarten werden wie folgt berechnet:

- Einkünfte aus Gewerbebetrieb: Umsatzmehrwert, Verluste können nur mit Gewinnen aus anderen Einkunftsarten aufgefangen werden.
- Einkünfte aus Land- und Forstwirtschaft: Umsatzmehrwert, Verluste können nur mit Gewinnen","Gesamtbetrag der Einkünfte nach Verlustausgleich, abzüglich Sonderausgaben (§ 8 Abs. 4) und Freibetrag für begünstigte Zwecke (§ 23 KStG). Maßgeblich sind die Einkunftsarten des § 2 Abs. 3 EStG (§ 7 Abs. 2 KStG).",§ 7 Abs. 2 KStG 1988
CORP-TAX-043,Welche Normen der §§ 7–12 KStG sind typischerweise bei der Überleitung vom Handelsbilanzgewinn zum steuerpflichtigen Einkommen einer rechnungslegungspflichtigen GmbH relevant?,"Die §§ 7-12 KStG regeln die Gewinnermittlung und -feststellung. 

Typischerweise sind die folgenden Normen relevant:

- § 7 KStG: Gewinnermittlung, insbesondere die Wahl zwischen Handelsbilanz und Steuerbilanz
- § 8 KStG: Gewinnfeststellung, insbesondere die Gewinnfeststellung bei der Handelsbilanz
- § 9 KStG: Gewinnfeststellung, insbesondere die Gewinnfeststellung bei der Steuerbilanz
- § 10 KStG: Gewinnfeststellung, insbesondere die Gewinnfeststellung bei der Handelsbilanz
- § 11",§ 7 Abs. 3 KStG: Gewinnermittlung nach § 5 Abs. 1 EStG. § 8 Abs. 2 KStG: Hinzurechnung verdeckter Ausschüttungen. § 10 KStG: Steuerfreie Beteiligungserträge ausscheiden. § 11 KStG: Besondere Betriebsausgaben. § 12 KStG: Nichtabzugsfähige Aufwendungen hinzurechnen. § 8 Abs. 4 Z 2 KStG: Verlustabzug max. 75 %.,"§ 7 Abs. 3; § 8 Abs. 2 und 4; §§ 10, 11, 12 KStG 1988"
CORP-TAX-044,"Hat die Art der Einkommensverwendung (Ausschüttung, Entnahme etc.) Einfluss auf die Einkommensermittlung?","Ja, die Art der Einkommensverwendung kann Einfluss auf die Einkommensermittlung haben. 

Beispielsweise kann eine Ausschüttung von Gewinnen aus Kapitalvermögen (z.B. Dividenden) zu einem Einkommen aus Kapitalvermögen führen. 

Eine Entnahme aus dem Kapitalvermögen (z.B. durch Verbrauch oder Verkauf) kann jedoch zu einem Verlust führen, wenn der Verlust höher ist als der Gewinn. 

Es ist jedoch wichtig zu beachten, dass die Einkommensermittlung nach dem Einkommensteuergesetz (EStG","Nein. Gemäß § 8 Abs. 2 KStG ist es ohne Bedeutung, ob das Einkommen durch offene oder verdeckte Ausschüttungen verteilt, entnommen oder in anderer Weise verwendet wird.",§ 8 Abs. 2 KStG 1988
CORP-TAX-045,Kann eine Körperschaft mit abweichendem Wirtschaftsjahr ihre Verlustvorträge unbegrenzt mit dem Jahresgewinn verrechnen?,"Nein, eine Körperschaft kann ihre Verlustvorträge nur mit dem Gewinn des vorangegangenen Wirtschaftsjahres verrechnen. Eine Verrechnung mit dem Gewinn des laufenden Wirtschaftsjahres ist nicht möglich.",Nein. Der Verlustabzug ist auf 75 % des Gesamtbetrages der Einkünfte begrenzt (§ 8 Abs. 4 Z 2 lit. a KStG). Das abweichende Wirtschaftsjahr (§ 7 Abs. 5 KStG) ändert daran nichts.,§ 8 Abs. 4 Z 2 KStG 1988; § 7 Abs. 5 KStG 1988
CORP-TAX-046,Welche Gemeinsamkeiten und Unterschiede bestehen zwischen einem Mantelkauf (§ 8 KStG) und dem Verlust von Verlustvorträgen bei Ausscheiden aus einer Gruppe (§ 9 KStG)?,"Ein Mantelkauf (§ 8 KStG) und der Verlust von Verlustvorträgen bei Ausscheiden aus einer Gruppe (§ 9 KStG) haben einige Gemeinsamkeiten:

* Beide Regelungen betreffen die Verlustverrechnung.
* Beide Regelungen haben das Ziel, Verluste auszugleichen und so die Steuerlast zu reduzieren.

Die Unterschiede liegen in der Anwendung:

* Ein Mantelkauf ist eine Vereinbarung zwischen zwei Unternehmen, bei der ein Unternehmen den Verlust eines anderen Unternehmens übernimmt. Dieser Verlust wird dann mit dem Gewinn des übernehmenden Unternehmens",Gemeinsamkeit: Beide führen zum Verlust von Verlustvorträgen. Unterschied: Beim Mantelkauf (§ 8 Abs. 4 Z 2 lit. c KStG) verliert die Körperschaft ihre Verluste durch strukturelle Änderung. Beim Ausscheiden aus der Gruppe (§ 9 Abs. 6 Z 7 KStG) werden zugerechnete ausländische Verluste beim Gruppenträger aktiv nachversteuert.,§ 8 Abs. 4 Z 2 lit. c KStG 1988; § 9 Abs. 6 Z 7 KStG 1988
CORP-TAX-047,Warum kann eine Körperschaft nach einem Mantelkauf ihre Verluste grundsätzlich nicht mehr nutzen – und welche Ausnahme gibt es?,"Eine Körperschaft kann ihre Verluste grundsätzlich nicht mehr nutzen, wenn sie einen Mantelkauf durchgeführt hat. Der Mantelkauf ist eine Form der Umstrukturierung, bei der eine Körperschaft mit einem Verlust aufgeht und gleichzeitig eine neue Körperschaft mit einem Gewinn aufgeht. 

Die Verluste der aufgehenden Körperschaft können grundsätzlich nicht mehr genutzt werden, da sie mit der Auflösung der Körperschaft enden. 

Eine Ausnahme gibt es, wenn die aufgehende Körperschaft und die neue Körperschaft in einem sog. ""Geschwisterverhältnis","Der Verlustabzug erlischt, weil die wirtschaftliche Identität nicht mehr gegeben ist (§ 8 Abs. 4 Z 2 lit. c KStG). Ausnahme: Wenn die Änderungen zur Sanierung mit dem Ziel der Erhaltung eines wesentliche Teiles betrieblicher Arbeitsplätze erfolgen.",§ 8 Abs. 4 Z 2 lit. c KStG 1988
CORP-TAX-048,Welche Rückvergütungen von Erwerbs- und Wirtschaftsgenossenschaften gelten als Einkommensverwendung?,"Die Rückvergütungen von Erwerbs- und Wirtschaftsgenossenschaften gelten als Einkommensverwendung, soweit sie nicht durch Gesetz oder Satzung ausgeschlossen sind.","Rückvergütungen in Form von Kaufpreisrückvergütungen, die aus dem Mitgliedergeschäft erwirtschaftet wurden (§ 8 Abs. 3 Z 2 KStG).",§ 8 Abs. 3 Z 2 KStG 1988
CORP-TAX-049,"Was passiert steuerlich, wenn ein ausländisches Gruppenmitglied die Unternehmensgruppe verlässt und zuvor zugerechnete Verluste im Ausland noch nicht verrechnet wurden?","Wenn ein ausländisches Gruppenmitglied die Unternehmensgruppe verlässt und zuvor zugerechnete Verluste im Ausland noch nicht verrechnet wurden, können diese Verluste nicht mehr in Österreich verrechnet werden. 

Die Verluste bleiben im Ausland und können dort nicht mehr mit Gewinnen verrechnet werden. Wenn das Gruppenmitglied im Ausland in die Insolvenz geht oder aufgelöst wird, können diese Verluste nicht mehr in Österreich verrechnet werden. 

Es ist ratsam, vor einer Gruppenaustrittsplanung mit einem Steuerberater zu sprechen, um die möglichen","Im Jahr des Ausscheidens ist ein Betrag im Ausmaß aller zugerechneten im Ausland  noch nicht verrechneten ausländischen Verluste beim Gruppenträger als Gewinn zuzurechnen (Nachversteuerung, § 9 Abs. 6 Z 7 KStG).",§ 9 Abs. 6 Z 7 KStG 1988
CORP-TAX-050,Welchen steuerlichen Vorteil bietet die Unternehmensgruppe gegenüber der isolierten Besteuerung?,"Die Unternehmensgruppe bietet den steuerlichen Vorteil der sog. ""Körperschaftssteuer-Gruppenabrechnung"". Hierbei werden die Gewinne und Verluste der Gruppengesellschaften aufgeaddiert und die Körperschaftssteuer wird nur auf den Gesamtschaden berechnet.","Das Ergebnis der Gruppenmitglieder wird dem Gruppenträger zugerechnet, sodass Verluste eines Mitglieds mit Gewinnen eines anderen verrechnet werden können (§ 9 Abs. 1 KStG).",§ 9 Abs. 1 KStG 1988
CORP-TAX-051,"Welche Bestimmungen der §§ 7–12 KStG gelten für eine Unternehmensgruppe mit inländischem Gruppenträger, profitabler Inlandstochter, Verlusttochter im Inland (mit Vorgruppen verlusten) und Verlusttochter in der EU?","Für eine Unternehmensgruppe mit den genannten Merkmalen gelten die folgenden Bestimmungen der §§ 7–12 KStG:

- § 7 Abs. 3 KStG: Der Gruppenträger muss die Verluste der Inlandstochter und der EU-Tochter in Höhe der Vorgruppenverluste berücksichtigen.
- § 7 Abs. 4 KStG: Der Gruppenträger muss die Verluste der EU-Tochter in Höhe der Vorgruppenverluste berücksichtigen, wenn die EU-Tochter in einem Mitgliedstaat der EU ansässig ist, der die","§ 9 Abs. 2–5 KStG: Gruppenvoraussetzungen für alle Töchter. § 9 Abs. 6 Z 1 KStG: Volle Ergebniszurechnung der Inlandstöchter. § 9 Abs. 6 Z 4 KStG: Vorgruppenverluste nur gegen eigenen Gewinn. § 9 Abs. 6 Z 6 KStG: EU-Tochter: österreichisch ermittelt, 75 %-Grenze. § 9 Abs. 6 Z 7 KStG: Nachversteuerung bei EU-Tochter. § 9 Abs. 7 KStG: Keine Teilwertabschreibungen auf Beteiligungen an Gruppenmitgliedern. §§ 11, 12 KStG: Abzugsregeln auf Ebene jedes Mitglieds.","§ 9 Abs. 2–7 KStG 1988; §§ 11, 12 KStG 1988"
CORP-TAX-052,Kann eine Beteiligungsgemeinschaft als Gruppenträger fungieren und welche Mindestquoten gelten für die einzelnen Mitbeteiligten?,"Eine Beteiligungsgemeinschaft kann als Gruppenträger fungieren, wenn sie die Voraussetzungen für eine Gruppenträgerschaft erfüllt. Dies ist jedoch nicht der Fall, da sie keine juristische Person ist.

Eine Gruppenträgerschaft ist nur möglich, wenn eine juristische Person als Gruppenträger fungiert, wie z.B. eine GmbH oder eine Aktiengesellschaft.","Ja, wenn sie aus zulässigen Steuerpflichtigen gebildet wird (§ 9 Abs. 3 KStG). Für die finanzielle Verbindung muss die Beteiligungsgemeinschaft insgesamt mittelbar oder unmitelbar über 50 % des Grund-, Stamm- oder Genossenschaftskapitals und der Stimmrechte an einer Beteiligungskörperschaft besitzen und zumindest ein Mitbeteiligter der Gemeinschaft eine Beteiligung am Grund- Stamm- oder Genossenschaftskapital und an den Stimmrechten von mindestens 40% der Beteiligungskörperschaft und jeder  weitere Beteiligte eine solche von mindestens 15 % besitzen (§ 9 Abs. 4 KStG).",§ 9 Abs. 3–4 KStG 1988
CORP-TAX-053,Gibt es für die Steuerfreiheit inländischer Beteiligungserträge eine Mindestbeteiligungsquote oder Haltefrist?,"Ja, es gibt eine Mindestbeteiligungsquote von 25 %.",Nein. Für Beteiligungserträge aus inländischen Kapitalgesellschaften und Genossenschaften (§ 10 Abs. 1 Z 1–4 KStG) bestehen weder eine Mindestquote noch eine Haltedauer.,§ 10 Abs. 1 Z 1–4 KStG 1988
CORP-TAX-054,Was ist die 'Option zur Steuerwirksamkeit' und wie wird sie ausgeübt?,"Die ""Option zur Steuerwirksamkeit"" ist eine Regelung im österreichischen Steuerrecht, die es Steuerpflichtigen ermöglicht, ihre Einkünfte in einem bestimmten Zeitraum ohne Abgeltungssteuer zu versteuern. 

Die Option zur Steuerwirksamkeit kann von Steuerpflichtigen mit Einkünften aus selbständiger Arbeit, Kapitalvermögen oder Miterben in Anspruch genommen werden. 

Die Option zur Steuerwirksamkeit kann für das Kalenderjahr 2023 wie folgt ausgeübt werden: 

- Die Einkünfte müssen im Kalenderjahr 2023 erzi","Der Steuerpflichtige erklärt in der KSt-Erklärung für das Anschaffungsjahr, dass Gewinne, Verluste und Wertänderungen steuerwirksam sein sollen. Die Option kann innerhalb eines Monats ab Abgabe der Erklärung nachgeholt oder widerrufen werden (§ 10 Abs. 3 Z 1–2 KStG).",§ 10 Abs. 3 Z 1–2 KStG 1988
CORP-TAX-055,Entsteht eine internationale Schachtelbeteiligung durch Sitzverlegung einer inländischen Tochtergesellschaft ins Ausland – wie wirkt sich das auf die bisherigen stillen Reserven aus?,"Eine internationale Schachtelbeteiligung entsteht durch Sitzverlegung einer inländischen Tochtergesellschaft ins Ausland. 

Die stillen Reserven der inländischen Tochtergesellschaft werden durch die Sitzverlegung nicht direkt beeinflusst. Die stillen Reserven bleiben bei der inländischen Tochtergesellschaft und werden nicht in die ausländische Tochtergesellschaft übertragen. 

Es ist jedoch zu beachten, dass die Sitzverlegung möglicherweise Auswirkungen auf die Steuerpflicht und die Steuerbelastung der stillen Reserven hat. Eine umfassende Analyse der","Ja, eine internationale Schachtelbeteiligung entsteht. Gemäß § 10 Abs. 3 Z 5 KStG erstreckt sich die Steuerneutralität jedoch nicht auf den Unterschiedsbetrag zwischen Buchwert und höherem Teilwert im Zeitpunkt der Sitzverlegung – die stillen Reserven bleiben steuerpflichtig.",§ 10 Abs. 3 Z 5 KStG 1988
CORP-TAX-056,"Welche steuerliche Behandlung erfahren Zinsen für die Fremdfinanzierung einer Beteiligung, (a) wenn der Verkäufer konzernfremd ist und (b) wenn der Verkäufer die Muttergesellschaft ist?","(a) Wenn der Verkäufer konzernfremd ist, werden die Zinsen für die Fremdfinanzierung einer Beteiligung als Einkünfte aus Kapitalvermögen behandelt und unterliegen der Körperschaftsteuer.

(b) Wenn der Verkäufer die Muttergesellschaft ist, werden die Zinsen für die Fremdfinanzierung einer Beteiligung als Einkünfte aus Kapitalvermögen behandelt, aber unterliegen nicht der Körperschaftsteuer, da sie innerhalb des Konzerns bleiben.","(a) Konzernfremder Verkäufer: Zinsen nach § 11 Abs. 1 Z 4 KStG abzugsfähig – § 12 Abs. 1 Z 9 KStG greift nicht. (b) Mutter als Verkäufer: Abzugsverbot des § 12 Abs. 1 Z 9 KStG greift, da die Beteiligung von einer konzernzugehörigen Körperschaft erworben wurde – Zinsen nicht abzugsfähig.",§ 11 Abs. 1 Z 4 KStG 1988; § 12 Abs. 1 Z 9 KStG 1988
CORP-TAX-057,Welche Einschränkung gilt für den Betriebsausgabenabzug bei nur teilweise steuerpflichtigen Körperschaften?,"Bei nur teilweise steuerpflichtigen Körperschaften (z.B. Körperschaftsteuer- und Umsatzsteuerpflicht) gilt die Einschränkung, dass nur die steuerpflichtigen Teile der Betriebsausgaben abgezogen werden können.","Aufwendungen dürfen nur insoweit abgezogen werden, als sie mit steuerpflichtigen Erträgen in unmittelbarem wirtschaftlichen Zusammenhang stehen (§ 11 Abs. 2 KStG).",§ 11 Abs. 2 KStG 1988
CORP-TAX-058,"Welche Einschränkung gilt für den Betriebsausgabenabzug bei einer Körperschaft, die nur teilweise steuerpflichtig ist?","Bei einer Körperschaft, die nur teilweise steuerpflichtig ist, gilt die Einschränkung, dass nur die steuerpflichtigen Teile der Betriebsausgaben abgezogen werden können.","Aufwendungen dürfen nur insoweit abgezogen werden, als sie mit steuerpflichtigen Erträgen in unmittelbarem wirtschaftlichen Zusammenhang stehen.",§ 11 Abs. 2 KStG 1988
CORP-TAX-059,Sind von Gerichten oder Verwaltungsbehörden verhängte Strafen steuerlich abzugsfähig?,"Nein, Strafen sind steuerlich nicht abzugsfähig.","Nein. Strafen, Geldbußen, Verbandsgeldbußen, Abgabenerhöhungen nach dem FinStrG und Diversionsleistungen sind gemäß § 12 Abs. 1 Z 4 KStG nicht abzugsfähig.",§ 12 Abs. 1 Z 4 KStG 1988
CORP-TAX-060,Wie werden Aufsichtsratsvergütungen steuerlich behandelt?,Aufsichtsratsvergütungen werden in Österreich grundsätzlich als Einkünfte aus nichtselbstständiger Tätigkeit (Lohn) behandelt. Die Höhe der steuerlichen Absetzung für Aufwendungen (z.B. Reisekosten) ist dabei auf 40% der Vergütung beschränkt.,Die Hälfte der Vergütungen jeder Art an Aufsichtsrats- und Verwaltungsratsmitglieder ist nicht abzugsfähig (§ 12 Abs. 1 Z 7 KStG). Im monistischen System gilt für nicht ausschließlich geschäftsleitende Verwaltungsräte eine Einschränkung von einem Viertel.,§ 12 Abs. 1 Z 7 KStG 1988
TAX-INTL-001,"Eine in Deutschland ansässige Angestellte mietet ab April eine nicht bewohnbare (unmöblierte) Wohnung in Wien, behält jedoch ihre deutsche Wohnung und ihren deutschen Wohnsitz. Begründet die Wiener Wohnung in Österreich grundsätzlich eine unbeschränkte Steuerpflicht?","Nein, die Wiener Wohnung begründet keine unbeschränkte Steuerpflicht. Die Steuerpflicht in Österreich ist an den Wohnsitz gebunden. Eine unbeschränkte Steuerpflicht ergibt sich nur dann, wenn der Steuerpflichtige in Österreich seinen Wohnsitz hat. Da die Angestellte ihre deutsche Wohnung und ihren deutschen Wohnsitz behält, ist sie nicht in Österreich steuerpflichtig.","Nein. Eine unbeschränkte Steuerpflicht ergibt sich nach nach § 1 Abs. 2 EStG und EStR 2000 Rz 1 erst durch einen Wohnsitz oder einen gewöhnlichen Aufenthalt in Österreich. Das Mieten einer nicht bewohnbaren (unmöbelierten) österreichischen Wohnung begründet, während die Angestellte weiter in Deutschland ansässig ist, noch keine unbeschränkte österreischische Steuerpflicht, da die Wohnung der Frage nach nicht sofort beziehbar ist. Jedoch ist hier immer im Einzelfall zu prüfen.",§ 1 Abs. 2 EStG 1988;EStR 2000 Rz 1
